https://vk.com/apparat.yanao;True
http://vk.com/club185008212;False
http://vk.com/club171252749;True
http://vk.com/club169848579;True
https://vk.com/dvp_yanao;True
http://vk.com/club170038945;True
http://vk.com/club171874545;True
http://vk.com/club190178744;True
http://vk.com/club189819779;True
http://vk.com/club169271152;True
http://vk.com/club171581954;True
http://vk.com/club156081175;True
http://vk.com/club160830098;True
http://vk.com/club116113364;True
http://vk.com/club169854065;False
http://vk.com/club147759653;False
http://vk.com/club170221237;True
http://vk.com/club188961720;False
http://vk.com/club191963209;True
http://vk.com/club56877588;True
https://vk.com/ditisyanao;True
https://vk.com/public203828327;False
https://vk.com/dgzyanao;True
https://vk.com/arctic_pravo;True
http://vk.com/club172220613;True
https://vk.com/nasledie.yamal;True
https://vk.com/vetsluzba;True
https://vk.com/spda_yanao;True
https://vk.com/public170321595;True
https://vk.com/rabota.yanao;True
